,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon
1652,7926,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:03:13,2022-05-06 오전 7:13:40,동대문구,장안제3동,강서구,공항동,2022/05/06 7:00,2022/05/06 7:13,13,7,37.57,127.06,37.55,126.81
1653,8069,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:05:13,2022-05-06 오전 7:35:08,구로구,오류제2동,송파구,잠실2동,2022/05/06 7:00,2022/05/06 7:35,35,7,37.49,126.84,37.51,127.18
1654,3673,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:04,2022-05-06 오전 7:30:41,강서구,가양제3동,강서구,방화제2동,2022/05/06 7:00,2022/05/06 7:30,30,7,37.56,126.86,37.56,126.8
1656,5751,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 7:02:14,2022-05-06 오전 7:28:41,도봉구,도봉제2동,중구,명동,2022/05/06 7:00,2022/05/06 7:28,28,7,37.68,127.05,37.56,126.98
1657,830,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:02:51,2022-05-06 오전 7:14:42,도봉구,쌍문제4동,성북구,삼선동,2022/05/06 7:00,2022/05/06 7:14,14,7,37.65,127.03,37.58,127.01
1658,3681,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:06:51,2022-05-06 오전 7:15:18,마포구,성산제2동,종로구,이화동,2022/05/06 7:00,2022/05/06 7:15,15,7,37.57,126.9,37.58,127
1659,6294,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:08:32,2022-05-06 오전 7:17:48,마포구,도화동,서초구,방배4동,2022/05/06 7:00,2022/05/06 7:17,17,7,37.55,126.95,37.49,126.99
1660,9681,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 6:39:10,2022-05-06 오전 6:41:16,은평구,응암제2동,서초구,반포4동,2022/05/06 7:00,2022/05/06 6:41,19,7,37.59,126.92,37.5,127
1661,803,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:17,2022-05-06 오전 7:25:03,서대문구,연희동,은평구,구산동,2022/05/06 7:00,2022/05/06 7:25,25,7,37.57,126.93,37.6,126.9
1662,1634,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 6:48:12,2022-05-06 오전 7:16:27,동작구,상도제1동,양천구,신정7동,2022/05/06 7:00,2022/05/06 7:16,16,7,37.5,126.95,37.5,126.86
1663,4202,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 7:00:14,2022-05-06 오전 7:14:35,강북구,송중동,중랑구,신내1동,2022/05/06 7:00,2022/05/06 7:14,14,7,37.61,127.03,37.61,127.1
1664,8047,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:08:02,2022-05-06 오전 7:20:47,강북구,번제2동,강북구,송천동,2022/05/06 7:00,2022/05/06 7:20,20,7,37.63,127.04,37.61,127.02
1665,8164,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:09,2022-05-06 오전 7:49:10,강서구,가양제1동,양천구,신정3동,2022/05/06 7:00,2022/05/06 7:49,49,7,37.57,126.84,37.51,126.84
1666,8164,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:09,2022-05-06 오전 7:49:10,강서구,가양제1동,양천구,신정3동,2022/05/06 7:00,2022/05/06 7:49,49,7,37.57,126.84,37.51,126.84
1667,8202,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:13:55,2022-05-06 오전 7:32:03,강동구,천호제1동,강동구,상일동,2022/05/06 7:00,2022/05/06 7:32,32,7,37.54,127.13,37.55,127.16
1668,8210,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:04,2022-05-06 오전 7:28:13,강서구,가양제2동,강서구,등촌제3동,2022/05/06 7:00,2022/05/06 7:28,28,7,37.56,126.85,37.55,126.84
1669,1541,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:07:12,2022-05-06 오전 7:19:21,노원구,상계1동,종로구,종로1.2.3.4가동,2022/05/06 7:00,2022/05/06 7:19,19,7,37.68,127.05,37.57,126.98
1670,7643,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:04:18,2022-05-06 오전 7:24:30,중랑구,중화제1동,노원구,공릉1.3동,2022/05/06 7:00,2022/05/06 7:24,24,7,37.6,127.08,37.62,127.07
1671,7939,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:08:32,2022-05-06 오전 7:21:21,동작구,신대방제1동,금천구,독산제3동,2022/05/06 7:00,2022/05/06 7:21,21,7,37.49,126.91,37.47,126.9
1672,7815,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:08:45,2022-05-06 오전 7:23:42,용산구,원효로제1동,종로구,종로1.2.3.4가동,2022/05/06 7:00,2022/05/06 7:23,23,7,37.53,126.96,37.57,126.98
1673,9150,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:18,2022-05-06 오전 7:35:25,중구,신당제3동,광진구,화양동,2022/05/06 7:00,2022/05/06 7:35,35,7,37.56,127.01,37.54,127.07
1674,9161,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:05:00,2022-05-06 오전 7:22:09,송파구,잠실본동,종로구,사직동,2022/05/06 7:00,2022/05/06 7:22,22,7,37.5,127.08,37.57,126.96
1675,8104,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:01:15,2022-05-06 오전 7:16:00,서대문구,남가좌제2동,마포구,서교동,2022/05/06 7:00,2022/05/06 7:16,16,7,37.58,126.92,37.55,126.92
1676,8157,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:01:51,2022-05-06 오전 7:25:57,송파구,가락2동,송파구,거여2동,2022/05/06 7:00,2022/05/06 7:25,25,7,37.49,127.13,37.49,127.14
1678,7818,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:47:34,2022-05-06 오전 8:10:38,도봉구,쌍문제1동,서대문구,신촌동,2022/05/06 7:00,2022/05/06 8:10,70,7,37.65,127.02,37.57,126.93
1679,7818,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:10:54,2022-05-06 오전 7:18:57,도봉구,도봉제1동,강북구,번제3동,2022/05/06 7:00,2022/05/06 7:18,18,7,37.68,127.04,37.62,127.04
1680,7930,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:24,2022-05-06 오전 7:31:10,동대문구,답십리제3동,종로구,이화동,2022/05/06 7:00,2022/05/06 7:31,31,7,37.57,127.05,37.58,127
1681,6388,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 7:02:03,2022-05-06 오전 7:13:04,동작구,신대방제2동,구로구,구로제2동,2022/05/06 7:00,2022/05/06 7:13,13,7,37.5,126.92,37.5,126.87
1682,8249,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:07:59,2022-05-06 오전 7:24:12,서대문구,신촌동,마포구,망원제1동,2022/05/06 7:00,2022/05/06 7:24,24,7,37.56,126.94,37.55,126.9
1683,3624,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:02,2022-05-06 오전 7:22:14,노원구,하계2동,용산구,한강로동,2022/05/06 7:00,2022/05/06 7:22,22,7,37.63,127.06,37.52,126.96
1684,6742,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:09:15,2022-05-06 오전 7:29:16,노원구,월계3동,송파구,잠실2동,2022/05/06 7:00,2022/05/06 7:29,29,7,37.62,127.07,37.51,127.18
1685,3562,중형 승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:08:50,2022-05-06 오전 7:36:29,은평구,진관동,은평구,역촌동,2022/05/06 7:00,2022/05/06 7:36,36,7,37.64,126.92,37.6,126.91
1686,7882,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:01:13,2022-05-06 오전 7:14:04,마포구,성산제2동,강남구,대치2동,2022/05/06 7:00,2022/05/06 7:14,14,7,37.57,126.9,37.49,127.06
1687,7882,중형승합,2022-05-06 오전 7:00:00,2022-05-06 오전 7:01:13,2022-05-06 오전 7:14:04,마포구,성산제2동,강남구,대치2동,2022/05/06 7:00,2022/05/06 7:14,14,7,37.57,126.9,37.49,127.06
1688,3127,중형승용,2022-05-06 오전 7:00:00,2022-05-06 오전 6:53:39,2022-05-06 오전 7:06:06,강서구,방화제2동,양천구,목1동,2022/05/06 7:00,2022/05/06 7:06,6,7,37.56,126.8,37.53,126.87
1689,8179,중형 승합,2022-05-06 오전 7:00:26,2022-05-06 오전 7:31:50,2022-05-06 오전 7:51:05,노원구,상계2동,서대문구,신촌동,2022/05/06 7:00,2022/05/06 7:51,51,7,37.65,127.06,37.57,126.93
1690,8173,중형 승합,2022-05-06 오전 7:00:31,2022-05-06 오전 7:41:04,2022-05-06 오전 7:57:31,동작구,사당제2동,서초구,반포4동,2022/05/06 7:00,2022/05/06 7:57,57,7,37.49,126.98,37.5,127
1691,8173,중형 승합,2022-05-06 오전 7:01:00,2022-05-06 오전 8:24:19,2022-05-06 오전 8:55:29,서초구,내곡동,서초구,서초1동,2022/05/06 7:01,2022/05/06 8:55,114,7,37.45,127.07,37.49,127.02
1692,822,중형승합,2022-05-06 오전 7:01:26,2022-05-06 오전 7:13:40,2022-05-06 오전 7:36:17,서대문구,홍은제2동,영등포구,영등포동,2022/05/06 7:01,2022/05/06 7:36,35,7,37.58,126.93,37.52,126.9
1693,1569,중형 승합,2022-05-06 오전 7:02:00,2022-05-06 오전 7:43:09,2022-05-06 오전 8:15:31,강북구,삼각산동,도봉구,쌍문제3동,2022/05/06 7:02,2022/05/06 8:15,73,7,37.61,127.01,37.65,127.03
1694,5760,중형승합,2022-05-06 오전 7:03:00,2022-05-06 오전 7:08:20,2022-05-06 오전 7:19:11,중랑구,면목제3.8동,광진구,화양동,2022/05/06 7:03,2022/05/06 7:19,16,7,37.58,127.09,37.54,127.07
1695,3022,대형승용,2022-05-06 오전 7:03:00,2022-05-06 오전 7:17:07,2022-05-06 오전 7:33:17,노원구,하계2동,종로구,이화동,2022/05/06 7:03,2022/05/06 7:33,30,7,37.63,127.06,37.58,127
1696,7912,중형승합,2022-05-06 오전 7:03:00,2022-05-06 오전 7:14:33,2022-05-06 오전 7:42:58,금천구,독산제1동,금천구,가산동,2022/05/06 7:03,2022/05/06 7:42,39,7,37.47,126.9,37.47,126.89
1697,7651,중형승합,2022-05-06 오전 7:04:11,2022-05-06 오전 7:10:00,2022-05-06 오전 7:38:10,서대문구,남가좌제2동,은평구,역촌동,2022/05/06 7:04,2022/05/06 7:38,34,7,37.58,126.92,37.6,126.91
1698,8258,중형승합,2022-05-06 오전 7:04:25,2022-05-06 오전 7:10:57,2022-05-06 오전 7:38:00,강서구,화곡제4동,구로구,수궁동,2022/05/06 7:04,2022/05/06 7:38,34,7,37.53,126.86,37.49,126.83
1699,1573,중형 승합,2022-05-06 오전 7:07:00,2022-05-06 오전 7:31:15,2022-05-06 오전 7:44:30,송파구,문정1동,강동구,성내제2동,2022/05/06 7:07,2022/05/06 7:44,37,7,37.48,127.12,37.53,127.12
1700,5709,중형승합,2022-05-06 오전 7:07:00,2022-05-06 오전 7:11:19,2022-05-06 오전 7:42:29,노원구,공릉2동,동대문구,장안제1동,2022/05/06 7:07,2022/05/06 7:42,35,7,37.62,127.08,37.56,127.06
1701,6164,중형 승합,2022-05-06 오전 7:07:38,2022-05-06 오전 7:16:22,2022-05-06 오전 7:39:19,마포구,서교동,서대문구,신촌동,2022/05/06 7:07,2022/05/06 7:39,32,7,37.55,126.92,37.57,126.93
1702,8420,대형승용,2022-05-06 오전 7:08:00,2022-05-06 오전 7:13:44,2022-05-06 오전 7:40:51,강서구,화곡제8동,강서구,방화제1동,2022/05/06 7:08,2022/05/06 7:40,32,7,37.53,126.84,37.57,126.81
1703,5695,중형승합,2022-05-06 오전 7:08:18,2022-05-06 오전 7:47:19,2022-05-06 오전 8:02:10,강북구,인수동,노원구,하계1동,2022/05/06 7:08,2022/05/06 8:02,54,7,37.64,127.01,37.64,127.07
1704,8220,중형승합,2022-05-06 오전 7:09:00,2022-05-06 오전 7:11:51,2022-05-06 오전 7:48:49,양천구,신월2동,구로구,수궁동,2022/05/06 7:09,2022/05/06 7:48,39,7,37.52,132.84,37.49,126.83
1705,8279,중형 승합,2022-05-06 오전 7:09:00,2022-05-06 오전 7:40:41,2022-05-06 오전 7:56:53,노원구,중계2.3동,서초구,서초1동,2022/05/06 7:09,2022/05/06 7:56,47,7,37.64,127.06,37.49,127.02
1706,8247,중형승합,2022-05-06 오전 7:10:00,2022-05-06 오전 7:13:14,2022-05-06 오전 7:40:35,중랑구,신내1동,강북구,인수동,2022/05/06 7:10,2022/05/06 7:40,30,7,37.6,127.1,37.63,127
1707,3803,중형승용,2022-05-06 오전 7:10:00,2022-05-06 오전 7:09:57,2022-05-06 오전 7:33:51,용산구,이태원제1동,노원구,상계6.7동,2022/05/06 7:10,2022/05/06 7:33,23,7,37.53,127,37.65,127.06
1708,8157,중형 승합,2022-05-06 오전 7:10:00,2022-05-06 오전 7:34:45,2022-05-06 오전 7:52:24,송파구,장지동,노원구,하계1동,2022/05/06 7:10,2022/05/06 7:52,42,7,37.48,127.13,37.64,127.07
1709,7631,중형승합,2022-05-06 오전 7:10:28,2022-05-06 오전 7:14:29,2022-05-06 오전 7:29:30,중랑구,중화제2동,동대문구,신설동,2022/05/06 7:10,2022/05/06 7:29,19,7,37.6,127.08,37.57,127.02
1710,1446,대형승용,2022-05-06 오전 7:10:43,2022-05-06 오전 7:12:47,2022-05-06 오전 7:27:41,관악구,행운동,송파구,가락2동,2022/05/06 7:10,2022/05/06 7:27,17,7,37.48,126.95,37.49,127.13
1711,4953,중형 승합,2022-05-06 오전 7:12:00,2022-05-06 오전 7:13:35,2022-05-06 오전 7:33:59,송파구,잠실4동,서초구,반포4동,2022/05/06 7:12,2022/05/06 7:33,21,7,37.52,127.1,37.5,127
1712,8029,중형 승합,2022-05-06 오전 7:12:00,2022-05-06 오전 7:18:13,2022-05-06 오전 7:31:05,은평구,역촌동,중구,명동,2022/05/06 7:12,2022/05/06 7:31,19,7,37.6,126.91,37.56,126.98
1713,5176,대형승용,2022-05-06 오전 7:12:00,2022-05-06 오전 7:22:44,2022-05-06 오전 7:39:23,서대문구,북가좌제2동,서대문구,북아현동,2022/05/06 7:12,2022/05/06 7:39,27,7,37.58,126.91,37.56,126.96
1714,3924,중형승용,2022-05-06 오전 7:12:00,2022-05-06 오전 7:21:01,2022-05-06 오전 7:56:35,송파구,오금동,노원구,하계1동,2022/05/06 7:12,2022/05/06 7:56,44,7,37.5,127.13,37.64,127.07
1715,7910,중형승합,2022-05-06 오전 7:13:00,2022-05-06 오전 7:15:03,2022-05-06 오전 7:31:16,성북구,장위제2동,종로구,사직동,2022/05/06 7:13,2022/05/06 7:31,18,7,37.61,127.05,37.57,126.96
1716,8090,중형 승합,2022-05-06 오전 7:13:58,2022-05-06 오전 7:46:50,2022-05-06 오전 8:01:38,노원구,하계1동,노원구,상계2동,2022/05/06 7:13,2022/05/06 8:01,48,7,37.64,127.07,37.65,127.06
1717,8373,중형승용,2022-05-06 오전 7:15:00,2022-05-06 오전 7:02:25,2022-05-06 오전 7:27:04,동작구,대방동,송파구,풍납2동,2022/05/06 7:15,2022/05/06 7:27,12,7,37.51,126.92,37.53,127.11
1718,2232,대형승용,2022-05-06 오전 7:15:00,2022-05-06 오전 7:20:11,2022-05-06 오전 7:33:56,중랑구,면목제4동,광진구,중곡제2동,2022/05/06 7:15,2022/05/06 7:33,18,7,37.57,127.08,37.56,127.08
1719,6764,중형승합,2022-05-06 오전 7:15:51,2022-05-06 오전 7:24:18,2022-05-06 오전 7:56:47,동작구,대방동,영등포구,영등포동,2022/05/06 7:15,2022/05/06 7:56,41,7,37.51,126.92,37.52,126.9
1720,6015,중형승용,2022-05-06 오전 7:16:00,2022-05-06 오전 7:16:34,2022-05-06 오전 7:37:35,강동구,강일동,성동구,왕십리도선동,2022/05/06 7:16,2022/05/06 7:37,21,7,37.56,127.17,37.57,127.03
1721,5688,증형승용,2022-05-06 오전 7:16:00,2022-05-06 오전 7:24:51,2022-05-06 오전 7:41:12,중랑구,상봉제1동,강서구,방화제1동,2022/05/06 7:16,2022/05/06 7:41,25,7,37.6,127.08,37.57,126.81
1722,5741,중형승합,2022-05-06 오전 7:16:11,2022-05-06 오전 7:21:31,2022-05-06 오전 7:34:01,금천구,독산제1동,금천구,시흥제5동,2022/05/06 7:16,2022/05/06 7:34,18,7,37.47,126.9,37.45,126.9
1723,8579,대형 승용,2022-05-06 오전 7:16:41,2022-05-06 오전 7:19:19,2022-05-06 오전 7:28:26,노원구,월계1동,노원구,상계6.7동,2022/05/06 7:16,2022/05/06 7:28,12,7,37.62,127.06,37.65,127.06
1724,4996,중형 승합,2022-05-06 오전 7:18:00,2022-05-06 오전 7:23:44,2022-05-06 오전 7:49:32,영등포구,신길제6동,마포구,상암동,2022/05/06 7:18,2022/05/06 7:49,31,7,37.49,126.91,37.58,126.89
1725,7641,중형승합,2022-05-06 오전 7:18:00,2022-05-06 오전 8:04:41,2022-05-06 오전 8:17:18,노원구,공릉2동,양천구,목5동,2022/05/06 7:18,2022/05/06 8:17,59,7,37.62,127.08,37.53,126.88
1726,9020,중형 승용,2022-05-06 오전 7:19:00,2022-05-06 오전 7:55:09,2022-05-06 오전 8:01:57,노원구,상계9동,강북구,수유제2동,2022/05/06 7:19,2022/05/06 8:01,42,7,37.66,127.06,37.64,127.02
1727,1407,중형승합,2022-05-06 오전 7:19:00,2022-05-06 오전 7:44:14,2022-05-06 오전 7:56:39,노원구,하계1동,강동구,천호제2동,2022/05/06 7:19,2022/05/06 7:56,37,7,37.64,127.07,37.54,127.12
1728,1407,중형승합,2022-05-06 오전 7:19:00,2022-05-06 오전 7:44:14,2022-05-06 오전 7:56:39,노원구,하계1동,강동구,천호제2동,2022/05/06 7:19,2022/05/06 7:56,37,7,37.64,127.07,37.54,127.12
1729,6294,중형 승합,2022-05-06 오전 7:19:00,2022-05-06 오전 7:41:40,2022-05-06 오전 8:01:41,서초구,서초4동,서초구,내곡동,2022/05/06 7:19,2022/05/06 8:01,42,7,37.5,127.01,37.46,127.08
1730,6278,중형승용,2022-05-06 오전 7:19:22,2022-05-06 오전 7:48:15,2022-05-06 오전 8:14:37,강동구,강일동,광진구,화양동,2022/05/06 7:19,2022/05/06 8:14,55,7,37.56,127.17,37.54,127.07
1731,1568,중형 승합,2022-05-06 오전 7:20:00,2022-05-06 오전 7:35:11,2022-05-06 오전 7:49:18,강동구,길동,강동구,상일동,2022/05/06 7:20,2022/05/06 7:49,29,7,37.53,127.14,37.55,127.16
1732,8658,중형승용,2022-05-06 오전 7:20:00,2022-05-06 오전 7:14:18,2022-05-06 오전 7:35:36,강동구,강일동,강동구,길동,2022/05/06 7:20,2022/05/06 7:35,15,7,37.56,127.17,37.53,127.14
1733,7933,중형승합,2022-05-06 오전 7:20:00,2022-05-06 오전 7:22:10,2022-05-06 오전 7:58:44,강동구,암사제1동,동대문구,휘경제2동,2022/05/06 7:20,2022/05/06 7:58,38,7,37.55,127.13,37.59,127.07
1734,3659,중형 승합,2022-05-06 오전 7:20:00,2022-05-06 오전 7:27:50,2022-05-06 오전 7:48:09,용산구,후암동,구로구,구로제3동,2022/05/06 7:20,2022/05/06 7:48,28,7,37.55,126.98,37.48,126.89
1735,8151,중형 승합,2022-05-06 오전 7:20:00,2022-05-06 오전 7:58:21,2022-05-06 오전 8:31:15,강북구,송천동,성북구,안암동,2022/05/06 7:20,2022/05/06 8:31,71,7,37.61,127.02,37.58,127.03
1736,7650,중형승합,2022-05-06 오전 7:20:28,2022-05-06 오전 7:26:55,2022-05-06 오전 8:06:23,중랑구,신내1동,노원구,상계6.7동,2022/05/06 7:20,2022/05/06 8:06,46,7,37.6,127.1,37.65,127.06
1737,801,중형승합,2022-05-06 오전 7:21:00,2022-05-06 오전 7:26:12,2022-05-06 오전 7:49:43,금천구,독산제3동,동작구,신대방제2동,2022/05/06 7:21,2022/05/06 7:49,28,7,37.47,126.9,37.49,126.92
1738,8176,중형 승합,2022-05-06 오전 7:22:00,2022-05-06 오전 8:07:18,2022-05-06 오전 8:21:00,도봉구,방학제1동,노원구,상계6.7동,2022/05/06 7:22,2022/05/06 8:21,59,7,37.66,127.04,37.65,127.06
1739,8210,중형승합,2022-05-06 오전 7:22:21,2022-05-06 오전 7:40:52,2022-05-06 오전 7:56:58,강서구,우장산동,강서구,화곡제6동,2022/05/06 7:22,2022/05/06 7:56,34,7,37.54,126.84,37.55,126.85
1740,5523,중형승합,2022-05-06 오전 7:23:00,2022-05-06 오전 8:00:14,2022-05-06 오전 8:31:28,강남구,세곡동,광진구,화양동,2022/05/06 7:23,2022/05/06 8:31,68,7,37.46,127.1,37.54,127.07
1741,4392,중형승용,2022-05-06 오전 7:24:00,2022-05-06 오전 7:35:23,2022-05-06 오전 8:02:48,강북구,번제3동,동대문구,장안제1동,2022/05/06 7:24,2022/05/06 8:02,38,7,37.62,127.04,37.56,127.06
1742,8220,중형승합,2022-05-06 오전 7:24:05,2022-05-06 오전 8:07:07,2022-05-06 오전 8:20:16,구로구,오류제2동,영등포구,영등포동,2022/05/06 7:24,2022/05/06 8:20,56,7,37.49,126.84,37.52,126.9
1743,8085,중형 승합,2022-05-08 오전 12:07:00,2022-05-08 오전 12:38:53,2022-05-08 오전 12:55:57,구로구,구로제5동,강남구,수서동,2022/05/08 0:07,2022/05/08 0:55,48,0,37.5,126.89,37.48,127.1
1744,4164,중형승합,2022-05-08 오전 12:10:00,2022-05-08 오전 12:28:16,2022-05-08 오전 1:23:27,중구,회현동,도봉구,방학제1동,2022/05/08 0:10,2022/05/08 1:23,73,0,37.55,126.98,37.66,127.04
1745,7633,중형승합,2022-05-08 오전 12:20:00,2022-05-08 오전 12:30:51,2022-05-08 오전 12:52:03,강북구,우이동,도봉구,도봉제2동,2022/05/08 0:20,2022/05/08 0:52,32,0,37.65,127,37.68,127.04
1748,7659,중형승합,2022-05-08 오전 1:03:34,2022-05-08 오전 1:48:14,2022-05-08 오전 2:23:00,강서구,가양제1동,구로구,수궁동,2022/05/08 1:03,2022/05/08 2:23,80,1,37.57,126.84,37.49,126.83
1749,8049,중형 승합,2022-05-08 오전 1:39:41,2022-05-08 오전 1:58:59,2022-05-08 오전 2:18:21,성동구,행당제1동,강북구,인수동,2022/05/08 1:39,2022/05/08 2:18,39,1,37.56,127.03,37.63,127
1750,5643,중형승합,2022-05-08 오전 1:41:19,2022-05-08 오전 1:53:51,2022-05-08 오전 2:21:58,중랑구,묵제1동,양천구,목3동,2022/05/08 1:41,2022/05/08 2:21,40,1,37.61,127.08,37.54,126.86
1752,8264,중형승합,2022-05-08 오전 2:24:00,2022-05-08 오전 2:32:54,2022-05-08 오전 2:47:30,중랑구,중화제2동,은평구,녹번동,2022/05/08 2:24,2022/05/08 2:47,23,2,37.6,127.08,37.6,126.93
1753,5753,중형승합,2022-05-08 오전 2:48:57,2022-05-08 오전 3:00:05,2022-05-08 오전 3:29:48,용산구,한남동,성동구,옥수동,2022/05/08 2:48,2022/05/08 3:29,41,2,37.53,127,37.54,127.01
1754,8029,중형 승합,2022-05-08 오전 3:05:00,2022-05-08 오전 3:09:25,2022-05-08 오전 3:25:19,서대문구,북아현동,관악구,청림동,2022/05/08 3:05,2022/05/08 3:25,20,3,37.56,126.95,37.49,126.96
1755,9142,중형 승합,2022-05-08 오전 4:09:00,2022-05-08 오전 4:15:49,2022-05-08 오전 4:32:07,강서구,가양제2동,구로구,신도림동,2022/05/08 4:09,2022/05/08 4:32,23,4,37.56,126.85,37.5,126.88
1756,8049,중형 승합,2022-05-08 오전 4:21:00,2022-05-08 오전 4:28:36,2022-05-08 오전 4:36:03,중랑구,면목제5동,동대문구,휘경제2동,2022/05/08 4:21,2022/05/08 4:36,15,4,37.58,127.07,37.59,127.07
1757,4976,중형 승합,2022-05-08 오전 4:32:36,2022-05-08 오전 4:34:44,2022-05-08 오전 4:43:20,노원구,하계1동,도봉구,방학제1동,2022/05/08 4:32,2022/05/08 4:43,11,4,37.64,127.07,37.66,127.04
1758,4164,중형승합,2022-05-08 오전 4:44:40,2022-05-08 오전 4:53:03,2022-05-08 오전 5:01:19,도봉구,도봉제2동,서대문구,홍제제2동,2022/05/08 4:44,2022/05/08 5:01,17,4,37.68,127.05,37.58,126.95
1759,7632,중형승합,2022-05-08 오전 4:45:00,2022-05-08 오전 4:54:22,2022-05-08 오전 5:18:53,중랑구,면목제2동,종로구,종로1.2.3.4가동,2022/05/08 4:45,2022/05/08 5:18,33,4,37.59,127.07,37.57,126.98
1760,8049,중형 승합,2022-05-08 오전 4:53:00,2022-05-08 오전 5:02:04,2022-05-08 오전 5:17:04,동대문구,신설동,동대문구,휘경제2동,2022/05/08 4:53,2022/05/08 5:17,24,4,37.57,127.02,37.59,127.07
1761,5643,중형승합,2022-05-08 오전 5:06:00,2022-05-08 오전 5:13:43,2022-05-08 오전 5:26:31,강서구,가양제2동,영등포구,여의동,2022/05/08 5:06,2022/05/08 5:26,20,5,37.56,126.85,37.52,126.92
1762,8264,중형승합,2022-05-08 오전 5:08:00,2022-05-08 오전 5:14:40,2022-05-08 오전 5:22:40,노원구,월계2동,성북구,안암동,2022/05/08 5:08,2022/05/08 5:22,14,5,37.63,127.05,37.58,127.03
1763,8029,중형 승합,2022-05-08 오전 5:15:00,2022-05-08 오전 5:14:26,2022-05-08 오전 5:32:56,마포구,상암동,은평구,응암제3동,2022/05/08 5:15,2022/05/08 5:32,17,5,37.58,126.9,37.59,126.91
1764,813,중형승합,2022-05-08 오전 5:19:00,2022-05-08 오전 5:26:57,2022-05-08 오전 5:43:43,강남구,수서동,동작구,노량진제1동,2022/05/08 5:19,2022/05/08 5:43,24,5,37.485,127.1,37.51,126.95
1765,5753,중형승합,2022-05-08 오전 5:30:00,2022-05-08 오전 5:07:32,2022-05-08 오전 5:36:54,중구,회현동,동작구,상도제1동,2022/05/08 5:30,2022/05/08 5:36,6,5,37.55,126.98,37.5,126.95
1766,4976,중형 승합,2022-05-08 오전 5:30:43,2022-05-08 오전 5:31:45,2022-05-08 오전 5:51:57,도봉구,창제3동,노원구,상계2동,2022/05/08 5:30,2022/05/08 5:51,21,5,37.63,127.04,37.65,127.06
1767,4164,중형승합,2022-05-08 오전 5:34:00,2022-05-08 오전 5:37:18,2022-05-08 오전 5:57:33,노원구,월계2동,노원구,상계2동,2022/05/08 5:34,2022/05/08 5:57,23,5,37.63,127.05,37.65,127.06
1768,8264,중형승합,2022-05-08 오전 5:38:00,2022-05-08 오전 5:37:46,2022-05-08 오전 6:01:04,노원구,중계2.3동,성북구,월곡제1동,2022/05/08 5:38,2022/05/08 6:01,23,5,37.64,127.06,37.61,127.03
1769,3694,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:04:45,2022-05-08 오전 7:22:02,강서구,가양제1동,서대문구,신촌동,2022/05/08 7:00,2022/05/08 7:22,22,7,37.57,126.84,37.57,126.93
1771,6084,중형 승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:04:07,2022-05-08 오전 7:22:02,강서구,발산제1동,중랑구,상봉제1동,2022/05/08 7:00,2022/05/08 7:22,22,7,37.55,126.83,37.6,127.09
1772,832,중형승합,2022-05-08 오전 7:00:00,2022-05-08 오전 7:05:12,2022-05-08 오전 7:25:16,광진구,화양동,강남구,신사동,2022/05/08 7:00,2022/05/08 7:25,25,7,37.54,127.07,37.52,127.02
