,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon,startplus,endplus,gotowork,gotoschool,gotocharge,end_destination
1806,3694,중형 승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:04:00,2022-05-08 오전 9:17:27,13,303,7,29,2022/05/08 9:03,2022/05/08 9:17,14,9,37.58,126.93,37.56,126.9,7569,7569,0,0,0,0.0
1807,5794,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:12:11,2022-05-08 오전 9:35:51,16,226,15,39,2022/05/08 9:03,2022/05/08 9:35,32,9,37.56,127.04,37.64,127.07,7570,7670,0,0,0,0.0
1808,5794,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:12:11,2022-05-08 오전 9:35:51,16,226,15,39,2022/05/08 9:03,2022/05/08 9:35,32,9,37.56,127.04,37.64,127.07,7570,7670,0,0,0,0.0
1809,6741,중형승합,2022-05-08 오전 9:03:00,2022-05-08 오전 9:04:06,2022-05-08 오전 9:31:51,12,211,4,255,2022/05/08 9:03,2022/05/08 9:31,28,9,37.65,127.02,37.55,127.15,7670,7571,0,0,0,0.0
1810,7630,중형승합,2022-05-08 오전 9:04:00,2022-05-08 오전 9:10:53,2022-05-08 오전 9:32:59,1,16,12,111,2022/05/08 9:04,2022/05/08 9:32,28,9,37.48,127.13,37.65,127.04,7471,7670,0,0,0,0.0
1811,1565,중형 승합,2022-05-08 오전 9:04:00,2022-05-08 오전 9:28:32,2022-05-08 오전 9:54:32,4,74,16,128,2022/05/08 9:04,2022/05/08 9:54,50,9,37.56,127.17,37.57,127.03,7571,7570,0,0,0,0.0
1812,810,중형승합,2022-05-08 오전 9:04:49,2022-05-08 오전 9:14:03,2022-05-08 오전 9:34:54,4,27,4,188,2022/05/08 9:04,2022/05/08 9:34,30,9,37.54,127.16,37.54,127.12,7571,7571,0,0,0,0.0
1813,5797,중형승합,2022-05-08 오전 9:05:00,2022-05-08 오전 9:05:43,2022-05-08 오전 9:21:43,3,71,19,191,2022/05/08 9:05,2022/05/08 9:21,16,9,37.51,126.94,37.5,126.9,7569,7569,0,0,0,0.0
1814,1375,중형승합,2022-05-08 오전 9:05:32,2022-05-08 오전 9:10:39,2022-05-08 오전 9:40:10,11,135,15,182,2022/05/08 9:05,2022/05/08 9:40,35,9,37.6,127.1,37.62,127.05,7671,7670,0,0,0,0.0
1815,5721,중형승합,2022-05-08 오전 9:06:00,2022-05-08 오전 9:38:41,2022-05-08 오전 9:59:12,24,194,21,159,2022/05/08 9:06,2022/05/08 9:59,53,9,37.55,126.84,37.52,127.04,7568,7570,0,0,0,0.0
1816,3657,중형승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:12:34,2022-05-08 오전 9:35:49,1,278,17,117,2022/05/08 9:07,2022/05/08 9:35,28,9,37.49,127.14,37.46,127.0,7471,7470,0,0,0,0.0
1817,8179,중형 승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:27:35,2022-05-08 오전 9:39:56,12,227,14,287,2022/05/08 9:07,2022/05/08 9:39,32,9,37.65,127.02,37.59,127.06,7670,7570,0,0,0,0.0
1818,9160,중형 승합,2022-05-08 오전 9:07:00,2022-05-08 오전 9:16:04,2022-05-08 오전 9:38:26,7,31,22,140,2022/05/08 9:07,2022/05/08 9:38,31,9,37.57,126.9,37.57,126.96,7569,7569,0,1,0,2.0
1819,5665,중형승합,2022-05-08 오전 9:07:21,2022-05-08 오전 9:45:13,2022-05-08 오전 9:59:13,24,136,24,63,2022/05/08 9:07,2022/05/08 9:59,52,9,37.56,126.85,37.57,126.83,7568,7568,0,0,0,0.0
1820,8180,중형 승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:27:52,2022-05-08 오전 9:56:41,23,261,16,128,2022/05/08 9:08,2022/05/08 9:56,48,9,37.62,127.04,37.57,127.03,7670,7570,0,0,0,0.0
1821,9161,중형 승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:16:33,2022-05-08 오전 9:28:28,21,263,6,314,2022/05/08 9:08,2022/05/08 9:28,20,9,37.49,127.07,37.59,127.0,7470,7570,0,0,0,0.0
1822,3645,중형승합,2022-05-08 오전 9:08:00,2022-05-08 오전 9:16:59,2022-05-08 오전 9:27:32,13,1,24,63,2022/05/08 9:08,2022/05/08 9:27,19,9,37.56,126.94,37.57,126.83,7569,7568,0,0,0,0.0
1823,8259,중형승합,2022-05-08 오전 9:09:39,2022-05-08 오전 9:14:15,2022-05-08 오전 9:29:27,19,239,7,5,2022/05/08 9:09,2022/05/08 9:29,20,9,37.49,126.91,37.54,126.94,7469,7569,0,0,0,0.0
1824,1470,중형 승합,2022-05-08 오전 9:10:00,2022-05-08 오전 9:16:40,2022-05-08 오전 9:46:41,4,74,4,54,2022/05/08 9:10,2022/05/08 9:46,36,9,37.56,127.17,37.53,127.14,7571,7571,0,0,0,0.0
1825,3654,중형 승합,2022-05-08 오전 9:10:00,2022-05-08 오전 9:18:31,2022-05-08 오전 9:42:53,13,48,19,141,2022/05/08 9:10,2022/05/08 9:42,32,9,37.58,126.91,37.52,126.9,7569,7569,0,0,0,0.0
1826,7937,중형승합,2022-05-08 오전 9:10:25,2022-05-08 오전 9:41:17,2022-05-08 오전 10:08:35,15,250,21,73,2022/05/08 9:10,2022/05/08 10:08,58,9,37.65,127.06,37.48,127.08,7670,7470,0,0,0,0.0
1827,3645,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:57:18,2022-05-08 오전 10:07:45,24,194,3,74,2022/05/08 9:11,2022/05/08 10:07,56,9,37.55,126.84,37.51,126.95,7568,7569,0,0,0,0.0
1828,5695,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:32:30,2022-05-08 오전 10:02:32,12,166,15,182,2022/05/08 9:11,2022/05/08 10:02,51,9,37.63,127.04,37.62,127.05,7670,7670,0,0,0,0.0
1829,840,중형승합,2022-05-08 오전 9:11:00,2022-05-08 오전 9:45:22,2022-05-08 오전 10:23:50,15,266,22,53,2022/05/08 9:11,2022/05/08 10:23,72,9,37.66,127.07,37.58,126.97,7670,7569,0,1,0,2.0
1830,9128,중형 승합,2022-05-08 오전 9:12:00,2022-05-08 오전 9:18:35,2022-05-08 오전 9:35:39,9,238,9,226,2022/05/08 9:12,2022/05/08 9:35,23,9,37.48,126.9,37.48,126.91,7469,7469,0,0,0,0.0
1831,8026,중형 승합,2022-05-08 오전 9:13:19,2022-05-08 오전 9:28:58,2022-05-08 오전 9:38:16,12,118,10,56,2022/05/08 9:13,2022/05/08 9:38,25,9,37.65,127.04,37.55,127.08,7670,7570,0,0,0,0.0
1832,5793,중형승합,2022-05-08 오전 9:14:00,2022-05-08 오전 10:07:17,2022-05-08 오전 10:12:59,24,136,24,169,2022/05/08 9:14,2022/05/08 10:12,58,9,37.56,126.85,37.55,126.85,7568,7568,0,0,0,0.0
1833,809,중형승합,2022-05-08 오전 9:15:00,2022-05-08 오전 9:41:10,2022-05-08 오전 9:58:28,15,168,15,124,2022/05/08 9:15,2022/05/08 9:58,43,9,37.65,127.07,37.64,127.07,7670,7670,0,0,0,0.0
1834,7895,중형승합,2022-05-08 오전 9:16:00,2022-05-08 오전 9:16:32,2022-05-08 오전 9:36:36,15,13,15,225,2022/05/08 9:16,2022/05/08 9:36,20,9,37.68,127.05,37.66,127.07,7670,7670,0,0,0,0.0
1835,823,중형승합,2022-05-08 오전 9:16:00,2022-05-08 오전 9:21:35,2022-05-08 오전 9:44:51,21,73,23,209,2022/05/08 9:16,2022/05/08 9:44,28,9,37.46,127.1,37.64,127.02,7471,7670,0,0,0,0.0
1836,8169,중형 승합,2022-05-08 오전 9:16:26,2022-05-08 오전 9:39:33,2022-05-08 오전 10:05:10,9,133,0,239,2022/05/08 9:16,2022/05/08 10:05,49,9,37.47,126.93,37.53,126.86,7469,7568,0,0,0,0.0
1837,3573,중형 승합,2022-05-08 오전 9:17:00,2022-05-08 오전 9:42:50,2022-05-08 오전 10:03:12,15,52,15,88,2022/05/08 9:17,2022/05/08 10:03,46,9,37.62,127.07,37.64,127.08,7670,7670,0,0,0,0.0
1838,6774,중형승합,2022-05-09 오전 12:09:00,2022-05-09 오전 12:11:50,2022-05-09 오전 12:33:21,5,45,2,66,2022/05/09 0:09,2022/05/09 0:33,24,0,37.55,126.98,37.6,126.93,7569,7669,0,0,0,0.0
1839,5783,중형승합,2022-05-09 오전 12:14:00,2022-05-09 오전 12:14:45,2022-05-09 오전 12:32:05,21,320,12,116,2022/05/09 0:14,2022/05/09 0:32,18,0,37.49,127.05,37.68,127.04,7470,7670,0,0,0,0.0
1840,8064,중형 승합,2022-05-09 오전 12:16:00,2022-05-09 오전 12:25:43,2022-05-09 오전 1:08:26,15,168,15,124,2022/05/09 0:16,2022/05/09 1:08,52,0,37.65,127.07,37.64,127.07,7670,7670,0,0,0,0.0
1841,8075,중형 승합,2022-05-09 오전 12:59:00,2022-05-09 오전 1:00:59,2022-05-09 오전 1:17:21,22,6,4,70,2022/05/09 0:59,2022/05/09 1:17,18,0,37.59,127.0,37.56,127.17,7570,7571,0,0,0,0.0
1842,5737,중형승합,2022-05-09 오전 1:12:00,2022-05-09 오전 1:12:16,2022-05-09 오전 1:21:35,11,78,15,254,2022/05/09 1:12,2022/05/09 1:21,9,1,37.59,127.08,37.66,127.08,7570,7670,0,0,0,0.0
1843,7906,중형승합,2022-05-09 오전 1:50:00,2022-05-09 오전 1:56:44,2022-05-09 오전 2:09:17,3,71,0,149,2022/05/09 1:50,2022/05/09 2:09,19,1,37.51,126.94,37.54,126.87,7569,7568,0,0,0,0.0
1844,7652,중형승합,2022-05-09 오전 2:34:00,2022-05-09 오전 2:42:56,2022-05-09 오전 2:57:08,9,317,13,150,2022/05/09 2:34,2022/05/09 2:57,23,2,37.48,126.95,37.56,126.96,7469,7569,0,0,0,0.0
1845,821,중형승합,2022-05-09 오전 2:53:00,2022-05-09 오전 3:02:38,2022-05-09 오전 3:19:36,17,322,21,69,2022/05/09 2:53,2022/05/09 3:19,26,2,37.5,127.0,37.47,127.1,7570,7471,0,0,0,0.0
1846,7913,중형승합,2022-05-09 오전 2:58:39,2022-05-09 오전 3:08:03,2022-05-09 오전 3:17:46,12,118,15,119,2022/05/09 2:58,2022/05/09 3:17,19,2,37.65,127.04,37.65,127.06,7670,7670,0,0,0,0.0
1847,8229,중형승합,2022-05-09 오전 3:02:00,2022-05-09 오전 3:08:03,2022-05-09 오전 3:26:03,8,5,5,272,2022/05/09 3:02,2022/05/09 3:26,24,3,37.45,126.92,37.58,126.99,7469,7569,0,0,0,0.0
1848,8075,중형 승합,2022-05-09 오전 3:12:00,2022-05-09 오전 3:20:37,2022-05-09 오전 4:03:34,4,56,18,21,2022/05/09 3:12,2022/05/09 4:03,51,3,37.53,127.14,37.52,126.96,7571,7569,0,0,0,0.0
1849,1560,중형 승합,2022-05-09 오전 3:51:27,2022-05-09 오전 4:00:26,2022-05-09 오전 4:18:50,23,114,12,91,2022/05/09 3:51,2022/05/09 4:18,27,3,37.63,127.01,37.65,127.05,7670,7670,0,0,0,0.0
1850,8093,중형 승합,2022-05-09 오전 3:54:00,2022-05-09 오전 4:01:48,2022-05-09 오전 4:24:29,17,100,16,269,2022/05/09 3:54,2022/05/09 4:24,30,3,37.47,127.02,37.54,127.05,7470,7570,0,0,0,0.0
1851,7906,중형승합,2022-05-09 오전 4:13:00,2022-05-09 오전 4:18:22,2022-05-09 오전 4:31:10,9,133,9,242,2022/05/09 4:13,2022/05/09 4:31,18,4,37.47,126.93,37.48,126.92,7469,7469,0,0,0,0.0
1852,8215,중형승합,2022-05-09 오전 4:27:00,2022-05-09 오전 4:33:16,2022-05-09 오전 5:05:22,16,316,11,283,2022/05/09 4:27,2022/05/09 5:05,38,4,37.56,127.02,37.58,127.1,7570,7571,0,0,0,0.0
1853,7864,중형승합,2022-05-09 오전 4:32:22,2022-05-09 오전 4:35:53,2022-05-09 오전 4:52:57,15,129,12,138,2022/05/09 4:32,2022/05/09 4:52,20,4,37.64,127.07,37.66,127.04,7670,7670,0,0,0,0.0
1854,5737,중형승합,2022-05-09 오전 4:42:33,2022-05-09 오전 4:45:38,2022-05-09 오전 5:08:42,14,204,1,153,2022/05/09 4:42,2022/05/09 5:08,26,4,37.6,127.07,37.5,127.13,7670,7571,0,0,0,0.0
1855,6774,중형승합,2022-05-09 오전 4:47:23,2022-05-09 오전 5:00:19,2022-05-09 오전 5:18:44,2,248,19,146,2022/05/09 4:47,2022/05/09 5:18,31,4,37.59,126.89,37.52,126.9,7568,7569,0,0,0,0.0
1856,7906,중형승합,2022-05-09 오전 4:48:00,2022-05-09 오전 4:50:11,2022-05-09 오전 4:58:26,3,234,3,37,2022/05/09 4:48,2022/05/09 4:58,10,4,37.5,126.93,37.49,126.92,7569,7469,0,0,0,0.0
1857,8075,중형 승합,2022-05-09 오전 4:48:00,2022-05-09 오전 4:57:45,2022-05-09 오전 5:29:31,24,247,24,189,2022/05/09 4:48,2022/05/09 5:29,41,4,37.55,126.83,37.55,126.84,7568,7568,0,0,0,0.0
1858,8229,중형승합,2022-05-09 오전 4:53:00,2022-05-09 오전 5:02:07,2022-05-09 오전 5:14:04,8,160,9,298,2022/05/09 4:53,2022/05/09 5:14,21,4,37.47,126.9,37.48,126.92,7469,7469,0,0,0,0.0
1859,8014,중형 승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:33:15,2022-05-09 오전 4:57:09,7,228,13,150,2022/05/09 5:00,2022/05/09 4:57,3,5,37.55,126.95,37.56,126.96,7569,7569,0,0,0,0.0
1860,8231,중형승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:29:23,2022-05-09 오전 4:58:27,20,116,8,15,2022/05/09 5:00,2022/05/09 4:58,2,5,37.49,126.89,37.45,126.9,7468,7469,0,0,0,0.0
1861,7663,중형승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:37:02,2022-05-09 오전 5:02:00,0,172,19,305,2022/05/09 5:00,2022/05/09 5:02,2,5,37.51,126.86,37.53,126.89,7568,7568,0,0,0,0.0
1862,8064,중형 승합,2022-05-09 오전 5:00:00,2022-05-09 오전 4:32:18,2022-05-09 오전 5:05:39,2,248,1,114,2022/05/09 5:00,2022/05/09 5:05,5,5,37.59,126.89,37.49,127.1,7568,7471,0,0,0,0.0
1863,1554,중형 승합,2022-05-09 오전 5:02:00,2022-05-09 오전 5:09:40,2022-05-09 오전 5:25:50,14,181,11,127,2022/05/09 5:02,2022/05/09 5:25,23,5,37.6,127.06,37.61,127.1,7670,7671,0,0,0,0.0
1864,7906,중형승합,2022-05-09 오전 5:05:22,2022-05-09 오전 5:11:32,2022-05-09 오전 5:22:06,8,141,8,101,2022/05/09 5:05,2022/05/09 5:22,17,5,37.47,126.9,37.47,126.89,7469,7468,0,0,0,0.0
1865,5783,중형승합,2022-05-09 오전 5:13:00,2022-05-09 오전 5:18:15,2022-05-09 오전 5:31:06,21,195,1,203,2022/05/09 5:13,2022/05/09 5:31,18,5,37.51,127.03,37.48,127.12,7570,7471,0,0,0,0.0
1866,3634,중형 승합,2022-05-09 오전 5:20:00,2022-05-09 오전 4:55:17,2022-05-09 오전 5:17:59,11,286,11,283,2022/05/09 5:20,2022/05/09 5:17,3,5,37.6,127.1,37.58,127.1,7671,7571,0,0,0,0.0
1867,7913,중형승합,2022-05-09 오전 5:30:00,2022-05-09 오전 5:01:16,2022-05-09 오전 5:13:26,15,43,6,85,2022/05/09 5:30,2022/05/09 5:13,17,5,37.63,127.05,37.58,127.03,7670,7570,0,0,0,0.0
1868,1542,중형 승합,2022-05-09 오전 5:30:00,2022-05-09 오전 5:08:44,2022-05-09 오전 5:41:48,13,323,5,301,2022/05/09 5:30,2022/05/09 5:41,11,5,37.58,126.94,37.56,126.97,7569,7569,0,0,0,0.0
1869,1560,중형 승합,2022-05-09 오전 5:33:15,2022-05-09 오전 5:34:36,2022-05-09 오전 5:52:51,3,17,9,152,2022/05/09 5:33,2022/05/09 5:52,19,5,37.51,126.92,37.47,126.94,7569,7469,0,0,0,0.0
1870,8231,중형승합,2022-05-09 오전 5:50:00,2022-05-09 오전 5:26:48,2022-05-09 오전 6:08:33,9,153,9,19,2022/05/09 5:50,2022/05/09 6:08,18,5,37.48,126.94,37.49,126.93,7469,7469,0,0,0,0.0
1871,5737,중형승합,2022-05-09 오전 5:55:00,2022-05-09 오전 6:01:21,2022-05-09 오전 6:15:21,10,76,4,54,2022/05/09 5:55,2022/05/09 6:15,20,5,37.55,127.07,37.53,127.14,7570,7571,0,0,0,0.0
1872,8243,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:12,2022-05-09 오전 7:21:28,13,303,7,215,2022/05/09 7:00,2022/05/09 7:21,21,7,37.58,126.93,37.54,126.94,7569,7569,0,0,0,0.0
1873,3617,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:55:09,2022-05-09 오전 8:05:34,15,168,15,237,2022/05/09 7:00,2022/05/09 8:05,65,7,37.65,127.07,37.65,127.06,7670,7670,0,0,0,0.0
1874,7821,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:38:10,2022-05-09 오전 8:04:59,0,38,0,179,2022/05/09 7:00,2022/05/09 8:04,64,7,37.53,126.83,37.53,126.83,7568,7568,0,0,0,0.0
1875,8200,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:25,2022-05-09 오전 7:27:37,24,318,6,220,2022/05/09 7:00,2022/05/09 7:27,27,7,37.53,126.86,37.6,127.05,7568,7670,0,0,0,0.0
1876,8081,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:05,2022-05-09 오전 7:32:57,6,190,2,145,2022/05/09 7:00,2022/05/09 7:32,32,7,37.61,127.02,37.6,126.91,7670,7669,1,0,0,3.0
1877,4844,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:13,2022-05-09 오전 7:32:07,3,188,22,53,2022/05/09 7:00,2022/05/09 7:32,32,7,37.49,126.98,37.58,126.97,7469,7569,0,1,0,2.0
1878,3628,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:22,2022-05-09 오전 7:22:03,9,283,22,9,2022/05/09 7:00,2022/05/09 7:22,22,7,37.48,126.94,37.58,127.0,7469,7570,0,0,0,0.0
1879,8029,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:16,2022-05-09 오전 7:35:28,13,269,19,320,2022/05/09 7:00,2022/05/09 7:35,35,7,37.59,126.95,37.52,126.92,7569,7569,0,0,0,0.0
1880,6756,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:56,2022-05-09 오전 7:24:15,7,39,22,9,2022/05/09 7:00,2022/05/09 7:24,24,7,37.56,126.91,37.58,127.0,7569,7570,0,0,0,0.0
1881,1562,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:52,2022-05-09 오전 7:36:23,18,131,8,101,2022/05/09 7:00,2022/05/09 7:36,36,7,37.55,126.98,37.47,126.89,7569,7468,0,0,0,0.0
1882,1697,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:24,2022-05-09 오전 7:15:12,11,244,22,132,2022/05/09 7:00,2022/05/09 7:15,15,7,37.58,127.08,37.57,127.0,7570,7570,0,0,0,0.0
1883,3654,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:28,2022-05-09 오전 7:22:08,13,303,18,21,2022/05/09 7:00,2022/05/09 7:22,22,7,37.58,126.93,37.52,126.96,7569,7569,0,0,0,0.0
1884,7645,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:28,2022-05-09 오전 7:23:44,12,122,2,145,2022/05/09 7:00,2022/05/09 7:23,23,7,37.68,127.05,37.6,126.91,7670,7669,1,0,0,3.0
1885,1921,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:33:09,2022-05-09 오전 6:57:42,0,128,4,109,2022/05/09 7:00,2022/05/09 6:57,3,7,37.52,126.85,37.53,127.14,7568,7571,0,0,0,0.0
1886,7638,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:03,2022-05-09 오전 7:25:46,1,16,1,290,2022/05/09 7:00,2022/05/09 7:25,25,7,37.48,127.13,37.51,127.18,7471,7571,0,0,0,0.0
1887,1653,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:53:59,2022-05-09 오전 8:07:29,12,166,23,78,2022/05/09 7:00,2022/05/09 8:07,67,7,37.63,127.04,37.66,127.01,7670,7670,0,0,0,0.0
1888,5629,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:57,2022-05-09 오전 7:36:01,24,194,13,2,2022/05/09 7:00,2022/05/09 7:36,36,7,37.55,126.84,37.57,126.93,7568,7569,0,0,0,0.0
1889,8014,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:54,2022-05-09 오전 7:59:48,13,20,22,315,2022/05/09 7:00,2022/05/09 7:59,59,7,37.57,126.96,37.57,126.96,7569,7569,0,1,0,2.0
1890,8227,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:27,2022-05-09 오전 7:20:33,15,129,16,128,2022/05/09 7:00,2022/05/09 7:20,20,7,37.64,127.07,37.57,127.03,7670,7570,0,0,0,0.0
1891,3148,중형 승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:08:19,2022-05-09 오전 7:40:25,23,183,11,127,2022/05/09 7:00,2022/05/09 7:40,40,7,37.61,127.03,37.61,127.1,7670,7671,0,0,0,0.0
1892,1913,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:00:07,2022-05-09 오전 7:20:34,4,290,5,301,2022/05/09 7:00,2022/05/09 7:20,20,7,37.55,127.13,37.56,126.97,7571,7569,0,0,0,0.0
1893,5631,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:39,2022-05-09 오전 7:35:51,0,172,2,145,2022/05/09 7:00,2022/05/09 7:35,35,7,37.51,126.86,37.6,126.91,7568,7669,1,0,0,3.0
1894,4784,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:59:04,2022-05-09 오전 8:08:01,24,268,24,293,2022/05/09 7:00,2022/05/09 8:08,68,7,37.56,126.86,37.56,126.8,7568,7568,0,0,0,0.0
1895,8169,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:44:53,2022-05-09 오전 8:16:33,21,123,17,139,2022/05/09 7:00,2022/05/09 8:16,76,7,37.51,127.02,37.51,127.0,7570,7570,0,0,0,0.0
1896,8167,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:17:20,2022-05-09 오전 7:35:39,0,224,13,2,2022/05/09 7:00,2022/05/09 7:35,35,7,37.54,126.86,37.57,126.93,7568,7569,0,0,0,0.0
1897,8262,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:30:17,2022-05-09 오전 8:01:26,23,90,6,85,2022/05/09 7:00,2022/05/09 8:01,61,7,37.61,127.01,37.58,127.03,7670,7570,0,0,0,0.0
1898,3205,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:45:42,2022-05-09 오전 7:52:42,23,261,14,235,2022/05/09 7:00,2022/05/09 7:52,52,7,37.62,127.04,37.59,127.05,7670,7570,0,0,0,0.0
1899,3561,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:09,2022-05-09 오전 7:21:39,20,206,20,308,2022/05/09 7:00,2022/05/09 7:21,21,7,37.49,126.84,37.5,126.87,7468,7568,0,0,0,0.0
1900,3610,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:04:08,2022-05-09 오전 7:31:38,6,63,22,140,2022/05/09 7:00,2022/05/09 7:31,31,7,37.59,127.03,37.57,126.96,7570,7569,0,1,0,2.0
1901,3616,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:38,2022-05-09 오전 8:08:12,24,176,2,192,2022/05/09 7:00,2022/05/09 8:08,68,7,37.55,126.85,37.6,126.9,7568,7669,1,0,0,3.0
1902,8204,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:03,2022-05-09 오전 7:35:06,24,247,13,2,2022/05/09 7:00,2022/05/09 7:35,35,7,37.55,126.83,37.57,126.93,7568,7569,0,0,0,0.0
1903,823,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:26,2022-05-09 오전 7:14:54,15,52,1,290,2022/05/09 7:00,2022/05/09 7:14,14,7,37.62,127.07,37.51,127.18,7670,7571,0,0,0,0.0
1904,8228,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:26,2022-05-09 오전 7:35:36,0,198,13,2,2022/05/09 7:00,2022/05/09 7:35,35,7,37.52,134.84,37.57,126.93,7548,7569,0,0,0,0.0
1905,7846,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:16:59,2022-05-09 오전 7:41:24,18,130,8,101,2022/05/09 7:00,2022/05/09 7:41,41,7,37.54,126.97,37.47,126.89,7569,7468,0,0,0,0.0
1906,5661,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:07:08,2022-05-09 오전 7:36:30,13,323,21,296,2022/05/09 7:00,2022/05/09 7:36,36,7,37.58,126.94,37.5,127.03,7569,7570,0,0,0,0.0
1907,8034,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:14:07,2022-05-09 오전 7:37:55,12,12,6,118,2022/05/09 7:00,2022/05/09 7:37,37,7,37.65,127.03,37.58,127.01,7670,7570,0,0,0,0.0
1908,1075,중형승용,2022-05-09 오전 7:00:00,2022-05-09 오전 7:01:04,2022-05-09 오전 7:15:01,1,213,24,63,2022/05/09 7:00,2022/05/09 7:15,15,7,37.49,127.14,37.57,126.83,7471,7568,0,0,0,0.0
1909,1564,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:35:54,2022-05-09 오전 8:09:37,9,65,3,165,2022/05/09 7:00,2022/05/09 8:09,69,7,37.49,126.94,37.5,126.96,7469,7569,0,0,0,0.0
1910,805,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 8:06:08,2022-05-09 오전 8:26:42,15,271,15,163,2022/05/09 7:00,2022/05/09 8:26,86,7,37.67,127.08,37.65,127.07,7670,7670,0,0,0,0.0
1911,3256,중형 승용,2022-05-09 오전 7:00:00,2022-05-09 오전 6:28:09,2022-05-09 오전 7:11:06,23,106,19,141,2022/05/09 7:00,2022/05/09 7:11,11,7,37.63,127.04,37.52,126.9,7670,7569,0,0,0,0.0
1912,3581,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:03:33,2022-05-09 오전 7:29:43,20,229,2,66,2022/05/09 7:00,2022/05/09 7:29,29,7,37.5,126.86,37.6,126.93,7568,7669,0,0,0,0.0
1913,8285,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:05:13,2022-05-09 오전 7:35:07,9,253,2,31,2022/05/09 7:00,2022/05/09 7:35,35,7,37.48,126.92,37.64,126.92,7469,7669,0,0,0,0.0
1914,7801,중형승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:09:04,2022-05-09 오전 7:23:55,7,31,21,201,2022/05/09 7:00,2022/05/09 7:23,23,7,37.57,126.9,37.49,127.06,7569,7470,0,0,0,0.0
1915,4964,중형 승합,2022-05-09 오전 7:00:00,2022-05-09 오전 7:06:59,2022-05-09 오전 7:26:53,15,43,22,33,2022/05/09 7:00,2022/05/09 7:26,26,7,37.63,127.05,37.57,126.98,7670,7569,0,1,0,2.0
