,no,cartype,receipttime,settime,ridetime,startpos1,startpos2,endpos1,endpos2,receipt,ride,receipt-ride,hour,startlat,startlon,endlat,endlon,startplus,endplus,gotowork,gotoschool,gotocharge,end_destination
1142,6994,대형승용,2022-05-04 오전 7:01:28,2022-05-04 오전 7:06:59,2022-05-04 오전 7:18:59,12,122,13,2,2022/05/04 7:01,2022/05/04 7:18,17,7,37.68,127.05,37.57,126.93,7670,7569,0,0,0,0.0
1143,8036,중형 승합,2022-05-04 오전 7:01:46,2022-05-04 오전 7:11:11,2022-05-04 오전 7:31:23,23,261,13,2,2022/05/04 7:01,2022/05/04 7:31,30,7,37.62,127.04,37.57,126.93,7670,7569,0,0,0,0.0
1144,8247,중형승합,2022-05-04 오전 7:02:33,2022-05-04 오전 7:06:32,2022-05-04 오전 7:37:11,15,143,14,223,2022/05/04 7:02,2022/05/04 7:37,35,7,37.62,127.08,37.56,127.06,7670,7570,0,0,0,0.0
1145,7920,중형승합,2022-05-04 오전 7:03:00,2022-05-04 오전 7:26:28,2022-05-04 오전 8:04:01,20,229,11,127,2022/05/04 7:03,2022/05/04 8:04,61,7,37.5,126.86,37.61,127.1,7568,7671,0,0,0,0.0
1146,7640,중형승합,2022-05-04 오전 7:03:23,2022-05-04 오전 7:12:49,2022-05-04 오전 7:33:47,15,187,15,119,2022/05/04 7:03,2022/05/04 7:33,30,7,37.62,127.06,37.65,127.06,7670,7670,0,0,0,0.0
1147,7900,중형승합,2022-05-04 오전 7:04:00,2022-05-04 오전 7:51:45,2022-05-04 오전 8:02:40,24,255,7,29,2022/05/04 7:04,2022/05/04 8:02,58,7,37.54,126.84,37.56,126.9,7568,7569,0,0,0,0.0
1148,9128,중형 승합,2022-05-04 오전 7:04:22,2022-05-04 오전 7:47:37,2022-05-04 오전 8:05:41,24,318,20,246,2022/05/04 7:04,2022/05/04 8:05,61,7,37.53,126.86,37.49,126.83,7568,7468,0,0,0,0.0
1149,3604,중형 승합,2022-05-04 오전 7:05:35,2022-05-04 오전 7:08:45,2022-05-04 오전 7:24:31,11,246,14,4,2022/05/04 7:05,2022/05/04 7:24,19,7,37.6,127.08,37.59,127.07,7670,7570,0,0,1,1.0
1150,1569,중형 승합,2022-05-04 오전 7:06:00,2022-05-04 오전 7:15:01,2022-05-04 오전 7:31:56,10,51,10,317,2022/05/04 7:06,2022/05/04 7:31,25,7,37.57,127.08,37.56,127.07,7570,7570,0,0,0,0.0
1151,7825,중형승합,2022-05-04 오전 7:07:00,2022-05-04 오전 7:30:49,2022-05-04 오전 7:46:46,7,228,22,53,2022/05/04 7:07,2022/05/04 7:46,39,7,37.55,126.95,37.58,126.97,7569,7569,0,1,0,2.0
1152,6388,중형승용,2022-05-04 오전 7:07:26,2022-05-04 오전 7:29:51,2022-05-04 오전 7:43:28,19,239,7,96,2022/05/04 7:07,2022/05/04 7:43,36,7,37.49,126.91,37.58,126.89,7469,7568,0,0,0,0.0
1153,7514,중형승합,2022-05-04 오전 7:07:57,2022-05-04 오전 8:22:03,2022-05-04 오전 8:43:08,4,74,4,54,2022/05/04 7:07,2022/05/04 8:43,96,7,37.56,127.17,37.53,127.14,7571,7571,0,0,0,0.0
1154,1569,중형 승합,2022-05-04 오전 7:08:00,2022-05-04 오전 7:37:42,2022-05-04 오전 8:00:42,16,97,10,25,2022/05/04 7:08,2022/05/04 8:00,52,7,37.55,127.04,37.54,127.07,7570,7570,0,0,0,0.0
1155,4734,중형 승합,2022-05-04 오전 7:08:22,2022-05-04 오전 7:56:11,2022-05-04 오전 8:19:14,23,44,15,124,2022/05/04 7:08,2022/05/04 8:19,71,7,37.64,127.01,37.64,127.07,7670,7670,0,0,0,0.0
1156,5795,중형승합,2022-05-04 오전 7:08:50,2022-05-04 오전 8:32:33,2022-05-04 오전 8:46:52,24,247,7,29,2022/05/04 7:08,2022/05/04 8:46,98,7,37.55,126.83,37.56,126.9,7568,7569,0,0,0,0.0
1157,3924,중형승용,2022-05-04 오전 7:09:00,2022-05-04 오전 7:20:54,2022-05-04 오전 7:53:33,1,314,1,244,2022/05/04 7:09,2022/05/04 7:53,44,7,37.53,127.11,37.51,127.1,7571,7571,0,0,0,0.0
1158,8166,중형 승합,2022-05-04 오전 7:09:03,2022-05-04 오전 8:00:18,2022-05-04 오전 8:13:46,4,332,4,176,2022/05/04 7:09,2022/05/04 8:13,64,7,37.52,127.13,37.56,127.13,7571,7571,0,0,0,0.0
1159,7906,중형승합,2022-05-05 오전 12:05:09,2022-05-05 오전 12:07:51,2022-05-05 오전 12:18:33,8,107,3,37,2022/05/05 0:05,2022/05/05 0:18,13,0,37.47,126.89,37.49,126.92,7468,7469,0,0,0,0.0
1160,7652,중형승합,2022-05-05 오전 12:33:00,2022-05-05 오전 1:35:02,2022-05-05 오전 1:52:51,15,42,15,40,2022/05/05 0:33,2022/05/05 1:52,79,0,37.64,127.06,37.63,127.05,7670,7670,0,0,0,0.0
1161,7652,중형승합,2022-05-05 오전 12:33:00,2022-05-05 오전 1:35:02,2022-05-05 오전 1:52:51,15,42,15,40,2022/05/05 0:33,2022/05/05 1:52,79,0,37.64,127.06,37.63,127.05,7670,7670,0,0,0,0.0
1162,5783,중형승합,2022-05-05 오전 12:34:00,2022-05-05 오전 12:36:00,2022-05-05 오전 12:36:09,7,21,0,214,2022/05/05 0:34,2022/05/05 0:36,2,0,37.55,126.96,37.54,126.86,7569,7568,0,0,0,0.0
1163,8075,중형 승합,2022-05-05 오전 12:38:00,2022-05-05 오전 1:48:09,2022-05-05 오전 2:29:31,20,301,12,91,2022/05/05 0:38,2022/05/05 2:29,111,0,37.49,126.84,37.65,127.05,7468,7670,0,0,0,0.0
1164,821,중형승합,2022-05-05 오전 12:51:00,2022-05-05 오전 1:26:23,2022-05-05 오전 1:58:06,5,45,24,189,2022/05/05 0:51,2022/05/05 1:58,67,0,37.55,126.98,37.55,126.84,7569,7568,0,0,0,0.0
1165,8014,중형 승합,2022-05-05 오전 12:52:00,2022-05-05 오전 1:46:42,2022-05-05 오전 2:09:58,5,45,24,189,2022/05/05 0:52,2022/05/05 2:09,77,0,37.55,126.98,37.55,126.84,7569,7568,0,0,0,0.0
1166,5783,중형승합,2022-05-05 오전 12:59:00,2022-05-05 오전 1:38:25,2022-05-05 오전 1:46:02,24,194,2,234,2022/05/05 0:59,2022/05/05 1:46,47,0,37.55,126.84,37.58,126.89,7568,7568,0,0,0,0.0
1167,8229,중형승합,2022-05-05 오전 1:02:30,2022-05-05 오전 1:04:46,2022-05-05 오전 1:33:26,6,329,3,67,2022/05/05 1:02,2022/05/05 1:33,31,1,37.59,127.0,37.51,126.93,7570,7569,0,0,0,0.0
1168,8159,중형 승합,2022-05-05 오전 1:15:00,2022-05-05 오전 1:26:12,2022-05-05 오전 1:38:24,11,246,15,124,2022/05/05 1:15,2022/05/05 1:38,23,1,37.6,127.08,37.64,127.07,7670,7670,0,0,0,0.0
1169,5783,중형승합,2022-05-05 오전 1:16:37,2022-05-05 오전 2:05:47,2022-05-05 오전 2:38:13,24,67,24,293,2022/05/05 1:16,2022/05/05 2:38,82,1,37.57,126.84,37.56,126.8,7568,7568,0,0,0,0.0
1170,4844,중형 승합,2022-05-05 오전 1:31:00,2022-05-05 오전 1:52:56,2022-05-05 오전 2:16:15,21,144,16,307,2022/05/05 1:31,2022/05/05 2:16,45,1,37.52,127.03,37.56,127.02,7570,7570,0,0,0,0.0
1171,821,중형승합,2022-05-05 오전 1:40:00,2022-05-05 오전 2:39:38,2022-05-05 오전 2:55:02,24,299,24,94,2022/05/05 1:40,2022/05/05 2:55,75,1,37.56,126.81,37.53,126.84,7568,7568,0,0,0,0.0
1172,8231,중형승합,2022-05-05 오전 1:52:00,2022-05-05 오전 2:52:09,2022-05-05 오전 3:15:51,24,299,24,189,2022/05/05 1:52,2022/05/05 3:15,83,1,37.56,126.81,37.55,126.84,7568,7568,0,0,0,0.0
1173,6774,중형승합,2022-05-05 오전 2:13:55,2022-05-05 오전 2:24:15,2022-05-05 오전 2:38:49,2,69,5,43,2022/05/05 2:13,2022/05/05 2:38,25,2,37.6,126.93,37.55,126.97,7669,7569,0,0,0,0.0
1174,7663,중형승합,2022-05-05 오전 2:35:00,2022-05-05 오전 2:44:57,2022-05-05 오전 3:22:34,9,317,13,150,2022/05/05 2:35,2022/05/05 3:22,47,2,37.48,126.95,37.56,126.96,7469,7569,0,0,0,0.0
1175,7602,중형승합,2022-05-05 오전 2:51:00,2022-05-05 오전 3:38:09,2022-05-05 오전 3:56:46,2,182,24,129,2022/05/05 2:51,2022/05/05 3:56,65,2,37.61,126.92,37.56,126.85,7669,7568,0,0,0,0.0
1176,7906,중형승합,2022-05-05 오전 2:55:21,2022-05-05 오전 3:05:44,2022-05-05 오전 3:29:24,18,23,3,37,2022/05/05 2:55,2022/05/05 3:29,34,2,37.53,126.97,37.49,126.92,7569,7469,0,0,0,0.0
1177,8064,중형 승합,2022-05-05 오전 3:09:54,2022-05-05 오전 3:13:25,2022-05-05 오전 3:24:59,21,123,21,69,2022/05/05 3:09,2022/05/05 3:24,15,3,37.51,127.02,37.47,127.1,7570,7471,0,0,0,0.0
1178,8093,중형 승합,2022-05-05 오전 4:00:00,2022-05-05 오전 4:07:22,2022-05-05 오전 4:24:04,1,237,11,47,2022/05/05 4:00,2022/05/05 4:24,24,4,37.5,127.08,37.61,127.09,7570,7670,0,0,1,1.0
1179,8064,중형 승합,2022-05-05 오전 4:05:00,2022-05-05 오전 4:06:08,2022-05-05 오전 4:28:56,21,73,21,264,2022/05/05 4:05,2022/05/05 4:28,23,4,37.46,127.1,37.48,127.1,7471,7471,0,0,0,0.0
1180,8215,중형승합,2022-05-05 오전 4:07:00,2022-05-05 오전 4:13:25,2022-05-05 오전 4:26:49,11,86,4,109,2022/05/05 4:07,2022/05/05 4:26,19,4,37.61,127.08,37.53,127.14,7670,7571,0,0,0,0.0
1181,8231,중형승합,2022-05-05 오전 4:18:00,2022-05-05 오전 4:23:01,2022-05-05 오전 4:34:28,24,136,19,320,2022/05/05 4:18,2022/05/05 4:34,16,4,37.56,126.85,37.52,126.92,7568,7569,0,0,0,0.0
1182,8159,중형 승합,2022-05-05 오전 4:19:00,2022-05-05 오전 4:21:01,2022-05-05 오전 4:29:58,11,231,14,4,2022/05/05 4:19,2022/05/05 4:29,10,4,37.58,127.07,37.59,127.07,7570,7570,0,0,1,1.0
1183,821,중형승합,2022-05-05 오전 4:29:00,2022-05-05 오전 4:38:15,2022-05-05 오전 4:59:28,21,275,16,128,2022/05/05 4:29,2022/05/05 4:59,30,4,37.485,127.1,37.57,127.03,7471,7570,0,0,0,0.0
1184,1560,중형 승합,2022-05-05 오전 4:30:48,2022-05-05 오전 4:38:56,2022-05-05 오전 4:59:20,15,129,12,138,2022/05/05 4:30,2022/05/05 4:59,29,4,37.64,127.07,37.66,127.04,7670,7670,0,0,0,0.0
1185,7652,중형승합,2022-05-05 오전 4:32:50,2022-05-05 오전 4:40:52,2022-05-05 오전 5:05:11,23,114,12,91,2022/05/05 4:32,2022/05/05 5:05,33,4,37.63,127.01,37.65,127.05,7670,7670,0,0,0,0.0
1186,8229,중형승합,2022-05-05 오전 4:43:00,2022-05-05 오전 4:43:42,2022-05-05 오전 4:58:33,9,133,9,126,2022/05/05 4:43,2022/05/05 4:58,15,4,37.47,126.93,37.48,126.93,7469,7469,0,0,0,0.0
1187,7913,중형승합,2022-05-05 오전 4:50:00,2022-05-05 오전 4:30:55,2022-05-05 오전 4:43:22,15,171,6,164,2022/05/05 4:50,2022/05/05 4:43,7,4,37.63,127.06,37.6,127.06,7670,7670,0,0,0,0.0
1188,5783,중형승합,2022-05-05 오전 4:51:00,2022-05-05 오전 4:57:09,2022-05-05 오전 5:13:25,14,164,14,4,2022/05/05 4:51,2022/05/05 5:13,22,4,37.57,127.02,37.59,127.07,7570,7570,0,0,1,1.0
1189,7913,중형승합,2022-05-05 오전 4:59:00,2022-05-05 오전 5:01:14,2022-05-05 오전 5:19:21,15,42,15,119,2022/05/05 4:59,2022/05/05 5:19,20,4,37.64,127.06,37.65,127.06,7670,7670,0,0,0,0.0
1190,1560,중형 승합,2022-05-05 오전 5:09:46,2022-05-05 오전 5:17:57,2022-05-05 오전 5:30:34,12,122,13,51,2022/05/05 5:09,2022/05/05 5:30,21,5,37.68,127.05,37.58,126.95,7670,7569,0,0,0,0.0
1191,4844,중형 승합,2022-05-05 오전 5:10:00,2022-05-05 오전 4:49:13,2022-05-05 오전 5:14:01,6,125,13,150,2022/05/05 5:10,2022/05/05 5:14,4,5,37.59,127.01,37.56,126.96,7570,7569,0,0,0,0.0
1192,6774,중형승합,2022-05-05 오전 5:10:00,2022-05-05 오전 5:00:10,2022-05-05 오전 5:13:29,13,284,13,150,2022/05/05 5:10,2022/05/05 5:13,3,5,37.56,126.95,37.56,126.96,7569,7569,0,0,0,0.0
1193,7906,중형승합,2022-05-05 오전 5:10:00,2022-05-05 오전 4:45:10,2022-05-05 오전 5:21:41,3,40,19,227,2022/05/05 5:10,2022/05/05 5:21,11,5,37.5,126.92,37.5,126.91,7569,7569,0,0,0,0.0
1194,8159,중형 승합,2022-05-05 오전 5:14:00,2022-05-05 오전 5:17:40,2022-05-05 오전 5:34:58,11,108,14,112,2022/05/05 5:14,2022/05/05 5:34,20,5,37.59,127.07,37.57,127.05,7570,7570,0,0,0,0.0
1195,8279,중형 승합,2022-05-05 오전 5:20:00,2022-05-05 오전 4:52:15,2022-05-05 오전 5:19:34,23,82,12,92,2022/05/05 5:20,2022/05/05 5:19,1,5,37.61,127.02,37.65,127.03,7670,7670,0,0,0,0.0
1196,5737,중형승합,2022-05-05 오전 5:30:00,2022-05-05 오전 5:01:42,2022-05-05 오전 5:26:13,1,213,1,299,2022/05/05 5:30,2022/05/05 5:26,4,5,37.49,127.14,37.53,127.11,7471,7571,0,0,0,0.0
1197,7864,중형승합,2022-05-05 오전 5:30:00,2022-05-05 오전 4:59:06,2022-05-05 오전 5:17:34,15,43,6,85,2022/05/05 5:30,2022/05/05 5:17,13,5,37.63,127.05,37.58,127.03,7670,7570,0,0,0,0.0
1198,8231,중형승합,2022-05-05 오전 5:35:00,2022-05-05 오전 5:39:43,2022-05-05 오전 5:53:10,13,1,13,2,2022/05/05 5:35,2022/05/05 5:53,18,5,37.56,126.94,37.57,126.93,7569,7569,0,0,0,0.0
1199,5783,중형승합,2022-05-05 오전 5:35:52,2022-05-05 오전 5:40:41,2022-05-05 오전 5:58:06,11,286,11,127,2022/05/05 5:35,2022/05/05 5:58,23,5,37.6,127.1,37.61,127.1,7671,7671,0,0,0,0.0
1200,8075,중형 승합,2022-05-05 오전 5:40:00,2022-05-05 오전 5:13:33,2022-05-05 오전 5:32:24,24,268,24,129,2022/05/05 5:40,2022/05/05 5:32,8,5,37.56,126.86,37.56,126.85,7568,7568,0,0,0,0.0
1201,7663,중형승합,2022-05-05 오전 5:41:00,2022-05-05 오전 5:52:50,2022-05-05 오전 6:29:40,6,329,18,125,2022/05/05 5:41,2022/05/05 6:29,48,5,37.59,127.0,37.54,126.97,7570,7569,0,0,0,0.0
1202,7864,중형승합,2022-05-05 오전 5:55:00,2022-05-05 오전 6:01:11,2022-05-05 오전 6:10:50,15,42,15,119,2022/05/05 5:55,2022/05/05 6:10,15,5,37.64,127.06,37.65,127.06,7670,7670,0,0,0,0.0
1203,8044,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:23,2022-05-05 오전 7:23:50,12,12,12,245,2022/05/05 7:00,2022/05/05 7:23,23,7,37.65,127.03,37.66,127.03,7670,7670,0,0,0,0.0
1204,810,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:15,2022-05-05 오전 7:15:25,4,121,1,299,2022/05/05 7:00,2022/05/05 7:15,15,7,37.53,127.12,37.53,127.11,7571,7571,0,0,0,0.0
1205,810,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:28:40,2022-05-05 오전 7:47:53,21,195,21,16,2022/05/05 7:00,2022/05/05 7:47,47,7,37.51,127.03,37.49,127.05,7570,7470,0,0,0,0.0
1206,7892,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:20,2022-05-05 오전 7:20:56,23,218,23,41,2022/05/05 7:00,2022/05/05 7:20,20,7,37.64,127.02,37.63,127.0,7670,7670,0,0,0,0.0
1207,3715,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:20,2022-05-05 오전 7:32:47,16,226,5,272,2022/05/05 7:00,2022/05/05 7:32,32,7,37.56,127.04,37.58,126.99,7570,7569,0,0,0,0.0
1208,1559,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:09,2022-05-05 오전 7:13:57,11,0,11,283,2022/05/05 7:00,2022/05/05 7:13,13,7,37.58,127.08,37.58,127.1,7570,7571,0,0,0,0.0
1209,5699,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:17,2022-05-05 오전 7:25:32,10,51,10,317,2022/05/05 7:00,2022/05/05 7:25,25,7,37.57,127.08,37.56,127.07,7570,7570,0,0,0,0.0
1210,8134,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:59,2022-05-05 오전 7:15:54,7,31,7,143,2022/05/05 7:00,2022/05/05 7:15,15,7,37.57,126.9,37.55,126.92,7569,7569,0,0,0,0.0
1211,8227,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:59,2022-05-05 오전 7:30:23,15,143,23,232,2022/05/05 7:00,2022/05/05 7:30,30,7,37.62,127.08,37.63,127.02,7670,7670,0,0,0,0.0
1212,1406,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:41,2022-05-05 오전 7:29:51,20,305,20,219,2022/05/05 7:00,2022/05/05 7:29,29,7,37.5,126.89,37.5,126.86,7568,7568,0,0,0,0.0
1213,7884,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:04,2022-05-05 오전 7:22:10,15,13,22,33,2022/05/05 7:00,2022/05/05 7:22,22,7,37.68,127.05,37.57,126.98,7670,7569,0,1,0,2.0
1214,4194,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:00,2022-05-05 오전 7:21:43,9,240,9,151,2022/05/05 7:00,2022/05/05 7:21,21,7,37.47,126.96,37.48,126.95,7469,7469,0,0,0,0.0
1215,9153,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:38,2022-05-05 오전 7:29:36,24,194,24,63,2022/05/05 7:00,2022/05/05 7:29,29,7,37.55,126.84,37.57,126.83,7568,7568,0,0,0,0.0
1216,8169,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:36:00,2022-05-05 오전 7:49:00,17,100,21,16,2022/05/05 7:00,2022/05/05 7:49,49,7,37.47,127.02,37.49,127.05,7470,7470,0,0,0,0.0
1217,8169,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:36,2022-05-05 오전 7:25:24,21,287,21,16,2022/05/05 7:00,2022/05/05 7:25,25,7,37.47,127.04,37.49,127.05,7470,7470,0,0,0,0.0
1218,5693,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:23,2022-05-05 오전 7:27:43,2,197,2,262,2022/05/05 7:00,2022/05/05 7:27,27,7,37.61,126.91,37.62,126.93,7669,7669,0,0,0,0.0
1219,3608,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:13:44,2022-05-05 오전 7:30:33,1,8,1,299,2022/05/05 7:00,2022/05/05 7:30,30,7,37.49,127.15,37.53,127.11,7471,7571,0,0,0,0.0
1220,3657,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:28,2022-05-05 오전 7:39:53,5,192,14,291,2022/05/05 7:00,2022/05/05 7:39,39,7,37.56,127.01,37.59,127.05,7570,7570,0,0,0,0.0
1221,7905,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:12:20,2022-05-05 오전 7:38:15,14,119,14,316,2022/05/05 7:00,2022/05/05 7:38,38,7,37.57,127.05,37.56,127.06,7570,7570,0,0,0,0.0
1222,5756,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:42,2022-05-05 오전 7:12:06,4,117,4,109,2022/05/05 7:00,2022/05/05 7:12,12,7,37.53,127.14,37.53,127.14,7571,7571,0,0,0,0.0
1223,5756,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:18:15,2022-05-05 오전 7:37:34,1,149,1,174,2022/05/05 7:00,2022/05/05 7:37,37,7,37.49,127.15,37.49,127.13,7471,7471,0,0,0,0.0
1224,8262,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:52,2022-05-05 오전 7:24:04,16,226,5,187,2022/05/05 7:00,2022/05/05 7:24,24,7,37.56,127.04,37.56,127.01,7570,7570,0,0,0,0.0
1225,8295,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:30,2022-05-05 오전 7:24:06,14,307,14,291,2022/05/05 7:00,2022/05/05 7:24,24,7,37.59,127.04,37.59,127.05,7570,7570,0,0,0,0.0
1226,3585,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:10,2022-05-05 오전 7:26:20,19,196,19,32,2022/05/05 7:00,2022/05/05 7:26,26,7,37.5,126.9,37.51,126.91,7569,7569,0,0,0,0.0
1227,3617,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:02,2022-05-05 오전 7:22:51,15,13,13,2,2022/05/05 7:00,2022/05/05 7:22,22,7,37.68,127.05,37.57,126.93,7670,7569,0,0,0,0.0
1228,8143,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:43,2022-05-05 오전 7:24:43,9,317,17,247,2022/05/05 7:00,2022/05/05 7:24,24,7,37.48,126.95,37.48,127.0,7469,7470,0,0,0,0.0
1229,3627,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:21,2022-05-05 오전 7:18:52,9,137,19,95,2022/05/05 7:00,2022/05/05 7:18,18,7,37.47,126.92,37.49,126.9,7469,7469,0,0,0,0.0
1230,8011,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:06:41,2022-05-05 오전 7:26:18,1,16,21,222,2022/05/05 7:00,2022/05/05 7:26,26,7,37.48,127.13,37.49,127.09,7471,7470,0,0,0,0.0
1231,8107,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:54,2022-05-05 오전 7:12:36,15,171,15,182,2022/05/05 7:00,2022/05/05 7:12,12,7,37.63,127.06,37.62,127.05,7670,7670,0,0,0,0.0
1232,5661,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:06,2022-05-05 오전 7:17:07,2,282,13,2,2022/05/05 7:00,2022/05/05 7:17,17,7,37.6,126.92,37.57,126.93,7669,7569,0,0,0,0.0
1233,8263,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:48,2022-05-05 오전 7:15:42,11,26,11,283,2022/05/05 7:00,2022/05/05 7:15,15,7,37.57,127.08,37.58,127.1,7570,7571,0,0,0,0.0
1234,3598,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:01:49,2022-05-05 오전 7:19:52,3,310,9,126,2022/05/05 7:00,2022/05/05 7:19,19,7,37.51,126.94,37.48,126.93,7569,7469,0,0,0,0.0
1235,3612,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:02,2022-05-05 오전 7:17:54,15,129,4,188,2022/05/05 7:00,2022/05/05 7:17,17,7,37.64,127.07,37.54,127.12,7670,7571,0,0,0,0.0
1236,7638,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:47,2022-05-05 오전 7:19:49,1,37,1,299,2022/05/05 7:00,2022/05/05 7:19,19,7,37.49,127.12,37.53,127.11,7471,7571,0,0,0,0.0
1237,8239,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:10,2022-05-05 오전 7:24:58,10,335,10,252,2022/05/05 7:00,2022/05/05 7:24,24,7,37.56,127.09,37.53,127.08,7570,7570,0,0,0,0.0
1238,7821,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:03:48,2022-05-05 오전 7:15:30,19,222,19,141,2022/05/05 7:00,2022/05/05 7:15,15,7,37.52,126.88,37.52,126.9,7568,7569,0,0,0,0.0
1239,820,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:08,2022-05-05 오전 7:16:14,11,49,11,127,2022/05/05 7:00,2022/05/05 7:16,16,7,37.61,127.09,37.61,127.1,7670,7671,0,0,0,0.0
1240,7524,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:02:17,2022-05-05 오전 7:14:12,22,292,22,7,2022/05/05 7:00,2022/05/05 7:14,14,7,37.58,126.98,37.58,126.99,7569,7569,0,0,0,0.0
1241,8035,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:29,2022-05-05 오전 7:22:33,19,145,20,308,2022/05/05 7:00,2022/05/05 7:22,22,7,37.51,126.9,37.5,126.87,7569,7568,0,0,0,0.0
1242,811,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:33,2022-05-05 오전 7:27:45,12,173,14,46,2022/05/05 7:00,2022/05/05 7:27,27,7,37.67,127.03,37.58,127.07,7670,7570,0,0,0,0.0
1243,8141,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:42,2022-05-05 오전 7:17:45,7,3,6,314,2022/05/05 7:00,2022/05/05 7:17,17,7,37.54,126.94,37.59,127.0,7569,7570,0,0,0,0.0
1244,3570,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:07:01,2022-05-05 오전 7:13:28,24,308,24,233,2022/05/05 7:00,2022/05/05 7:13,13,7,37.56,126.8,37.55,126.83,7568,7568,0,0,0,0.0
1245,3570,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:29:41,2022-05-05 오전 7:43:41,24,67,13,2,2022/05/05 7:00,2022/05/05 7:43,43,7,37.57,126.84,37.57,126.93,7568,7569,0,0,0,0.0
1246,4784,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:08:26,2022-05-05 오전 7:27:05,13,24,13,286,2022/05/05 7:00,2022/05/05 7:27,27,7,37.57,126.93,37.59,126.93,7569,7569,0,0,0,0.0
1247,6773,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:04:04,2022-05-05 오전 7:16:40,7,21,5,301,2022/05/05 7:00,2022/05/05 7:16,16,7,37.55,126.96,37.56,126.97,7569,7569,0,0,0,0.0
1248,6773,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:24:38,2022-05-05 오전 7:42:02,13,221,13,310,2022/05/05 7:00,2022/05/05 7:42,42,7,37.6,126.95,37.58,126.94,7669,7569,0,0,0,0.0
1249,7600,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:31,2022-05-05 오전 7:23:55,24,249,24,169,2022/05/05 7:00,2022/05/05 7:23,23,7,37.57,126.81,37.55,126.85,7568,7568,0,0,0,0.0
1250,7904,중형승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:09:14,2022-05-05 오전 7:27:17,15,42,15,182,2022/05/05 7:00,2022/05/05 7:27,27,7,37.64,127.06,37.62,127.05,7670,7670,0,0,0,0.0
1251,4874,중형 승합,2022-05-05 오전 7:00:00,2022-05-05 오전 7:05:17,2022-05-05 오전 7:21:50,20,301,20,219,2022/05/05 7:00,2022/05/05 7:21,21,7,37.49,126.84,37.5,126.86,7468,7568,0,0,0,0.0
